node_id,path,string
20,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
20,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
20,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
20,<root>.material.brdf.lpe_label,09 - Default
20,<root>.material.scene_name[0],09 - Default
20,<root>.scene_name[0],Sphere001
20,<root>.scene_name[1],scene/三人桌/组001/Sphere001
20,<root>.scene_name[2],layer/0
20,<root>.user_attributes,
21,<root>,Circle015@node_588
21,<root>.bake_subdiv_filepath,
21,<root>.geometry,Mesh_2984604966146738406
21,<root>.material,Material__90@mtl__29
21,<root>.material.brdf,Material__90@mtl_brdf__30
21,<root>.material.brdf.lpe_label,Material #90
21,<root>.material.scene_name[0],Material #90
21,<root>.scene_name[0],Circle015
21,<root>.scene_name[1],scene/三人桌/组014/Circle015
21,<root>.scene_name[2],layer/0
21,<root>.user_attributes,
22,<root>,组014@node_587
22,<root>.bake_subdiv_filepath,
22,<root>.scene_name[0],组014
22,<root>.scene_name[1],scene/三人桌/组014
22,<root>.scene_name[2],layer/0
22,<root>.user_attributes,
23,<root>,Sphere012@node_589
23,<root>.bake_subdiv_filepath,
23,<root>.geometry,Mesh_17088079426900871836
23,<root>.material,a9___Default@mtl__32
23,<root>.material.brdf,a9___Default@mtl_brdf__33
23,<root>.material.brdf.bump_map,贴图__10@tex_17
23,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
23,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
23,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
23,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
23,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
23,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
23,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
23,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
23,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
23,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
23,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
23,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
23,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
23,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
23,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
23,<root>.material.brdf.lpe_label,09 - Default
23,<root>.material.scene_name[0],09 - Default
23,<root>.scene_name[0],Sphere012
23,<root>.scene_name[1],scene/三人桌/组014/Sphere012
23,<root>.scene_name[2],layer/0
23,<root>.user_attributes,
24,<root>,Line038@node_590
24,<root>.bake_subdiv_filepath,
24,<root>.geometry,Mesh_8069789315394890747
24,<root>.material,a1___Default@mtl__26
24,<root>.material.brdf,a1___Default@mtl_brdf__27
24,<root>.material.brdf.lpe_label,01 - Default
24,<root>.material.scene_name[0],01 - Default
24,<root>.scene_name[0],Line038
24,<root>.scene_name[1],scene/三人桌/组014/Line038
24,<root>.scene_name[2],layer/0
24,<root>.user_attributes,
25,<root>,Box003@node_591
25,<root>.bake_subdiv_filepath,
25,<root>.geometry,Mesh_18347481127991866678
25,<root>.material,a9___Default@mtl__32
25,<root>.material.brdf,a9___Default@mtl_brdf__33
25,<root>.material.brdf.bump_map,贴图__10@tex_17
25,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
25,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
25,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
25,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
25,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
25,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
25,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
25,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
25,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
25,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
25,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
25,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
25,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
25,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
25,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
25,<root>.material.brdf.lpe_label,09 - Default
25,<root>.material.scene_name[0],09 - Default
25,<root>.scene_name[0],Box003
25,<root>.scene_name[1],scene/三人桌/组014/Box003
25,<root>.scene_name[2],layer/0
25,<root>.user_attributes,
26,<root>,Circle016@node_593
26,<root>.bake_subdiv_filepath,
26,<root>.geometry,Mesh_2984604966146738406
26,<root>.material,Material__90@mtl__29
26,<root>.material.brdf,Material__90@mtl_brdf__30
26,<root>.material.brdf.lpe_label,Material #90
26,<root>.material.scene_name[0],Material #90
26,<root>.scene_name[0],Circle016
26,<root>.scene_name[1],scene/三人桌/组016/Circle016
26,<root>.scene_name[2],layer/0
26,<root>.user_attributes,
27,<root>,组016@node_592
27,<root>.bake_subdiv_filepath,
27,<root>.scene_name[0],组016
27,<root>.scene_name[1],scene/三人桌/组016
27,<root>.scene_name[2],layer/0
27,<root>.user_attributes,
28,<root>,Sphere013@node_594
28,<root>.bake_subdiv_filepath,
28,<root>.geometry,Mesh_17088079426900871836
28,<root>.material,a9___Default@mtl__32
28,<root>.material.brdf,a9___Default@mtl_brdf__33
28,<root>.material.brdf.bump_map,贴图__10@tex_17
28,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
28,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
28,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
28,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
28,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
28,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
28,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
28,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
28,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
28,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
28,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
28,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
28,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
28,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
28,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
28,<root>.material.brdf.lpe_label,09 - Default
28,<root>.material.scene_name[0],09 - Default
28,<root>.scene_name[0],Sphere013
28,<root>.scene_name[1],scene/三人桌/组016/Sphere013
28,<root>.scene_name[2],layer/0
28,<root>.user_attributes,
29,<root>,Line039@node_595
29,<root>.bake_subdiv_filepath,
29,<root>.geometry,Mesh_8069789315394890747
29,<root>.material,a1___Default@mtl__26
29,<root>.material.brdf,a1___Default@mtl_brdf__27
29,<root>.material.brdf.lpe_label,01 - Default
29,<root>.material.scene_name[0],01 - Default
29,<root>.scene_name[0],Line039
29,<root>.scene_name[1],scene/三人桌/组016/Line039
29,<root>.scene_name[2],layer/0
29,<root>.user_attributes,
30,<root>,Box004@node_596
30,<root>.bake_subdiv_filepath,
30,<root>.geometry,Mesh_18347481127991866678
30,<root>.material,a9___Default@mtl__32
30,<root>.material.brdf,a9___Default@mtl_brdf__33
30,<root>.material.brdf.bump_map,贴图__10@tex_17
30,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
30,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
30,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
30,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
30,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
30,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
30,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
30,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
30,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
